F_H2O,F_CO2,F_GPP
1.8013221863197443e-18,-0.4249297838877876,4.358102304142603e-17
1.5730250875370128e-18,-0.3978316561882908,3.4864818433140825e-17
1.4965164844989552e-18,-0.38552765042390846,3.9222920737283426e-17
1.4233255297997097e-18,-0.3734475360103901,4.358102304142603e-17
1.4111856625027432e-18,-0.37262167968411947,3.9222920737283426e-17
1.2547846006621636e-18,-0.3338017588123955,3.050671612899822e-17
1.2921771073173278e-18,-0.3333524682590071,1.7432409216570412e-17
1.3080665080187023e-18,-0.3353167135540779,-8.716204608285206e-18
1.2398312880482206e-18,-0.3196268889543584,-4.358102304142603e-17
1.1759836746046388e-18,-0.3177033123874877,-7.888609052210118e-34
1.1598980003651836e-18,-0.3120187128455405,2.6148613824855616e-17
6.19920412230961e-6,0.08007917770136623,0.41877175229374347
8.65917747135015e-6,0.08818665742114007,0.4977125999992989
1.273328294260179e-5,0.08496304659143405,0.5657789147437049
1.6748803723759478e-5,0.08185717588106932,0.5557064044314988
1.9694021408058785e-5,0.07965134336191895,0.5126356717192855
2.2261699340066098e-5,0.0777254502670698,0.4659152503829231
2.3601459673101927e-5,0.07654596083653624,0.4373605133979547
2.24638903536337e-5,0.07737448290232565,0.45765623647373116
2.024179735965705e-5,0.0790024720823303,0.4979084911118144
1.6275111847033015e-5,0.08166513021944567,0.5534052341993239
1.4462588554135685e-5,0.08257339938604968,0.5686154381875617
1.3692174208961886e-5,0.04772946822464097,0.5348628698912662
2.0992405819476437e-18,-0.44814844389542474,-3.4864818433140825e-17
1.941810863483937e-18,-0.4302875420524374,4.358102304142603e-17
1.5259549560126535e-18,-0.38126982618581207,4.358102304142603e-18
1.488657473848756e-18,-0.37548703624135815,0.0
1.475127172765502e-18,-0.3712490983800976,5.665532995385384e-17
1.5163087098516271e-18,-0.3779774730303559,6.972963686628165e-17
1.3498496025351248e-18,-0.3496614562484608,-4.358102304142604e-18
1.3343238400100218e-18,-0.34411653966521977,0.0
1.293557115702509e-18,-0.34182464370093385,-4.358102304142603e-17
1.0576935024444117e-18,-0.30988381801853165,5.665532995385384e-17
1.0342365360405886e-18,-0.3023553120195003,4.358102304142603e-17
9.994612136327517e-19,-0.29792736052022495,8.716204608285208e-18
6.070581312602469e-6,0.07927762066372956,0.42034404507081846
8.655637466965446e-6,0.08801207824918196,0.5031634634512897
1.2298206849589779e-5,0.0852984392487438,0.5623231602084622
1.5795487183041424e-5,0.0823998620080789,0.5626627142635676
1.949048533605617e-5,0.07968981505836056,0.5135417492265455
2.081063704676082e-5,0.07868792490569652,0.4901378409725751
2.0598799586030794e-5,0.07868936736564011,0.4906122306463106
1.965572553543172e-5,0.07940251770477331,0.507981112253501
1.903319027086035e-5,0.079846999981031,0.5183175158556264
1.6157597609605127e-5,0.08175933527112873,0.554991174029428
1.543828341729595e-5,0.08139693770079728,0.564766037997524
1.3302487568185755e-5,0.054535682267920375,0.5408173072834137
1.93319203819496e-18,-0.4247340708963424,4.358102304142603e-17
1.8232561655846666e-18,-0.41994369823031374,8.716204608285206e-18
1.6494337864450036e-18,-0.3906493584435951,3.9222920737283426e-17
1.5769493876227968e-18,-0.3825636666937603,-2.6148613824855616e-17
1.638266074902995e-18,-0.3919263596557256,4.3581023041426016e-18
1.7477584636876924e-18,-0.4035283537017218,3.050671612899822e-17
1.5816386034824966e-18,-0.38362357022704935,-2.6148613824855616e-17
1.5561784366870984e-18,-0.3862502767524855,6.537153456213904e-17
1.5682579110831957e-18,-0.3868460018501215,3.050671612899822e-17
1.3953348545005472e-18,-0.3549751276797515,3.9222920737283426e-17
1.5245093030281782e-18,-0.36852601697995235,4.3581023041426016e-18
1.5524233340565265e-18,-0.37056859089425565,-8.716204608285206e-18
7.314130147589903e-6,0.07106728007796144,0.44794953004879995
9.493610567487613e-6,0.0877351917983258,0.5114381859673737
1.3445805415334824e-5,0.0846003673261281,0.5685883109182918
1.8613668293598337e-5,0.08061552234524058,0.5343083688756977
2.384461439985903e-5,0.07650076105818064,0.43793710131152264
2.800530932999623e-5,0.07300244913537096,0.36301589540621504
2.89683439736275e-5,0.0715930992913766,0.33798553711792056
2.8047316820195564e-5,0.07241203212198807,0.3527662895316872
2.4023187119427256e-5,0.0757316100354128,0.42146703093552224
1.8905745294632954e-5,0.07935816275212264,0.5081738555837997
1.7824040168819186e-5,0.07993505896861731,0.536955553984001
1.6664783491429197e-5,0.05140231669596288,0.5198067617859549
2.4551939638110007e-18,-0.47350349271747116,-1.7432409216570412e-17
2.2890214365625526e-18,-0.4673219426098551,-8.716204608285208e-18
1.954653084130838e-18,-0.4336844702684318,-4.358102304142603e-17
1.8942134747126056e-18,-0.42580232862524936,0.0
1.799398423249214e-18,-0.4184452204292494,-3.4864818433140825e-17
1.849186651898643e-18,-0.42210191312626427,0.0
1.5577311875313074e-18,-0.380215225373015,0.0
1.5907016888652407e-18,-0.3832401978113606,0.0
1.617719216496307e-18,-0.38635561110204913,2.6148613824855616e-17
1.4096965918147649e-18,-0.3448061974620113,3.4864818433140825e-17
1.496841838245137e-18,-0.35097881844492146,-3.050671612899822e-17
1.5002804498754876e-18,-0.3495975073584943,-4.358102304142603e-17
8.106214388195041e-6,0.07250017683882902,0.459531131430896
1.007825204138703e-5,0.08696760531641363,0.5298631188716814
1.443271123377696e-5,0.08386954668173081,0.570975550057216
1.8574771324828564e-5,0.08046557342406943,0.5304304850640034
2.3406361825569e-5,0.07670918605139136,0.44143387792170846
2.7381161436745578e-5,0.07334245436776393,0.36820032362884275
2.9197831012076936e-5,0.07139710753142677,0.33329279016897906
2.8807188227401622e-5,0.07178791258164087,0.3402626335409906
2.610801997820873e-5,0.07410955566969224,0.3846624321051945
2.1165991058041702e-5,0.07788695870073647,0.4716541557542211
1.98433967171322e-5,0.07753550390518262,0.49717858764841016
1.3998642691339769e-5,0.05337452290538865,0.5405341551392853
2.4002650611118934e-18,-0.4725529029527296,0.0
2.2134869406130122e-18,-0.46442131035466855,-4.358102304142603e-17
2.1233012601513443e-18,-0.44323241448463363,0.0
2.051339942502208e-18,-0.4389398837885913,0.0
1.9758386540221343e-18,-0.43370806281471797,-6.972963686628165e-17
2.000063693605464e-18,-0.4338024019856613,0.0
1.7539654637738278e-18,-0.40386033868608107,-1.3074306912427808e-17
1.8069729493428238e-18,-0.4030028263977247,4.358102304142603e-18
1.8402275193716818e-18,-0.40558353694505545,-1.7432409216570412e-17
1.5593892182697143e-18,-0.36320332439972064,-2.6148613824855616e-17
1.5570887085960899e-18,-0.3654895417111798,1.7432409216570412e-17
1.5402556532204347e-18,-0.36377990583348263,-4.358102304142603e-17
7.879643498948253e-6,0.0731238664791082,0.4581152005381163
1.0414413436949639e-5,0.0865931357290211,0.5375033784122968
1.4781548674886284e-5,0.08337319967850311,0.569926348785966
1.925483208237945e-5,0.0798268058379884,0.5155202327203449
2.4458475247298565e-5,0.0756741572273797,0.4154845797279834
2.8923955940846623e-5,0.07186960457800069,0.33859008022270504
3.124680174715286e-5,0.06984432827386679,0.3061993058116581
3.0864533123968374e-5,0.07012677331144657,0.3106850442747081
2.770627072504833e-5,0.07287405921973258,0.3576442094414854
2.2245691391378775e-5,0.07707324831523722,0.45018114192461667
2.0254010230372884e-5,0.07738141595760689,0.4942172685233175
1.662779376503938e-5,0.053241819041057105,0.5255388459881216
2.5058016554682883e-18,-0.4747364184399584,3.4864818433140825e-17
2.413526634163343e-18,-0.4711230059737038,-2.6148613824855616e-17
1.9654233429094326e-18,-0.4316082862402603,0.0
1.9211157873000724e-18,-0.42521553201798173,0.0
1.9039990377430606e-18,-0.42606385542365155,0.0
1.9289904721693716e-18,-0.42841998405421383,-4.358102304142603e-17
1.6403893297143015e-18,-0.3921608727397187,8.716204608285205e-18
1.6167059548671712e-18,-0.38645341032639696,1.7432409216570412e-17
1.6099814427928068e-18,-0.3904577626819637,1.7432409216570412e-17
1.3807198319743341e-18,-0.3463078770581832,4.793912534556863e-17
1.302096792220787e-18,-0.34001310529624507,7.888609052210118e-34
1.2795373247073482e-18,-0.3353393615006356,-4.358102304142603e-18
6.9537166674673144e-6,0.07522261474555547,0.4456572134218065
1.012239565391723e-5,0.08666370844298082,0.5363742117194575
1.4910260626807214e-5,0.08346350201403947,0.5702617940136636
2.0205618949697817e-5,0.0791945463090952,0.5000330351589907
2.5732780992609048e-5,0.07470610747143511,0.3920391661469939
2.9945859981575056e-5,0.07110367496141358,0.32344597417966403
3.147470986444902e-5,0.06941458352756912,0.2976262581623563
3.044698729162989e-5,0.07032061594464338,0.3114961138205366
2.6978396566116366e-5,0.07331361400340763,0.3643456018941363
2.1935025080436903e-5,0.07736872275631021,0.4560835193506418
2.0620349448117953e-5,0.07697902449366624,0.48456846616493215
1.5534759221919603e-5,0.05526899927175127,0.5347617823438783
2.580092411756521e-18,-0.4790114410552286,8.716204608285208e-18
2.351612586895847e-18,-0.46657584598759033,8.716204608285206e-18
1.9712218763486435e-18,-0.44045590737708984,-8.716204608285206e-18
1.891982689937335e-18,-0.4294061587261556,8.716204608285206e-18
1.919039649656061e-18,-0.4294316240596157,3.4864818433140825e-17
1.9478857723671767e-18,-0.43073144370656885,0.0
1.6309395251344228e-18,-0.3869933657945836,0.0
1.6086033313512886e-18,-0.38676328656756953,3.4864818433140825e-17
1.6397270652264146e-18,-0.38461000182688093,5.665532995385384e-17
1.5786367783706063e-18,-0.3682578341234728,8.716204608285205e-18
1.4833549452870782e-18,-0.359905057445365,1.7432409216570412e-17
1.4318186988439078e-18,-0.3515242066607598,2.1790511520713014e-17
6.9794987351973875e-6,0.073465855932308,0.44664726942277216
9.92808271803421e-6,0.08653890946677274,0.5377566594712542
1.5738927092551675e-5,0.08295369626932671,0.5675665497031619
2.1187450892892825e-5,0.07858758646155858,0.48476142710991404
2.6677078389556082e-5,0.07412523919500655,0.3786134093680036
3.103918961945604e-5,0.07029957467321113,0.3091968906723894
3.275122438574955e-5,0.06846407838916282,0.28308900330700293
3.175731001406131e-5,0.06941850708580781,0.296579562825656
2.7920522362451305e-5,0.07275520734019948,0.35225066943520916
2.2179710902874104e-5,0.07719377860700345,0.4512212913107357
2.1034564088515744e-5,0.07694355860739421,0.4827913847231613
1.6474908840995512e-5,0.05587821203658633,0.5287637911516103
2.5346762687465088e-18,-0.47884771976141577,-2.6148613824855616e-17
2.333881965515568e-18,-0.46923823690331007,2.6148613824855616e-17
1.858310629141616e-18,-0.41950453230674867,4.358102304142603e-17
1.8451578562053022e-18,-0.41914299437768465,2.6148613824855616e-17
1.7796422258349787e-18,-0.4065515435402227,2.5303726253238034e-17
1.7991585853369704e-18,-0.4068725099311366,1.6869150835492023e-17
1.549600154261173e-18,-0.37219758673708736,5.060745250647607e-17
1.5738821673220983e-18,-0.3725718422712577,4.639016479760306e-17
1.5325000265954522e-18,-0.37096415816680295,0.0
1.3218476036092897e-18,-0.3373863079665161,5.4824740215349074e-17
1.2872378482667502e-18,-0.3308202693792842,4.217287708873005e-18
1.204819970073041e-18,-0.31456508546957185,1.6869150835492023e-17
6.352674169004413e-6,0.07071263093443624,0.4190184172827581
9.084068822547059e-6,0.08422419183255511,0.5104618030273411
1.5187360863770933e-5,0.08053255231054086,0.5517310379094699
2.045379011696572e-5,0.07632608918850599,0.47655042548688575
2.6024610541345725e-5,0.07180055125908835,0.3674846830744442
2.978042234795668e-5,0.06852851789989607,0.3060913970092108
3.0789064800173595e-5,0.06781076696696206,0.29502939919287946
2.8862919803018394e-5,0.06933887755407385,0.32011617329334985
2.5245445047268284e-5,0.07232959320057696,0.37948233055709746
1.963031666280861e-5,0.07616462866097215,0.4732378297783226
1.7393514661545045e-5,0.07675168607580436,0.513867238035875
1.4544489410905062e-5,0.06016560937176973,0.5294063374852701
2.197815706351816e-18,-0.4490533863036047,-2.5303726253238034e-17
2.091699243019408e-18,-0.43917176083409787,3.3738301670984045e-17
1.8660910299631564e-18,-0.41046764666551316,-1.6869150835492023e-17
1.883383439010857e-18,-0.41007105522323706,-8.434575417746011e-18
1.928067855234119e-18,-0.41242733528713843,0.0
1.9624278146668026e-18,-0.413978910035644,-8.434575417746011e-18
1.645295340789948e-18,-0.3680629281554277,8.434575417746011e-18
1.597501198887164e-18,-0.36256638866971724,0.0
1.5927758063434484e-18,-0.36079444601169247,3.795558937985705e-17
1.3540688901623054e-18,-0.3254751443705307,-1.6869150835492023e-17
1.3203449160859768e-18,-0.32422920485559525,0.0
1.292535791979034e-18,-0.31945400863903234,-3.3738301670984045e-17
6.426495278349235e-6,0.07522573584188383,0.4031152587866491
8.680929730170733e-6,0.08516175913619889,0.48749568520676234
1.2023936510043141e-5,0.08265923381362507,0.5440014507233444
1.5665240552605453e-5,0.07990333712030792,0.5461233057929262
1.9114640095029173e-5,0.07744165537152772,0.501587459175579
2.1188935949907625e-5,0.07592024148715745,0.4642553001397752
2.2321165601737572e-5,0.07496389514363107,0.4403196010015472
2.15652924252452e-5,0.07543196247000296,0.45271148125113486
1.9174688150382374e-5,0.0771061800790531,0.49493250132798877
1.5910291528093643e-5,0.07948046261804831,0.5415935136161385
1.4445120573924608e-5,0.07949264068069017,0.5510957338653788
1.3825539432468125e-5,0.060445146625212616,0.5326508104409555
2.3446478834064024e-18,-0.44911527249616184,5.904202792422208e-17
2.181006263197627e-18,-0.4346500045715516,5.060745250647607e-17
1.8093368382850815e-18,-0.40245913623685625,4.2172877088730057e-17
1.7392265606159808e-18,-0.39576650459585166,2.5303726253238034e-17
1.6372055056105435e-18,-0.3838876172262856,-3.795558937985705e-17
1.5919545983578063e-18,-0.3820805382531148,-1.6869150835492023e-17
1.3475798276831313e-18,-0.34544758955080346,-4.217287708873006e-18
1.3120447329184392e-18,-0.3425240767522615,2.1086438544365028e-17
1.3207956704158509e-18,-0.3440122267201365,1.2651863126619017e-17
1.076649958396201e-18,-0.30833024847619217,1.2651863126619017e-17
1.1076142890782835e-18,-0.3166331661457308,-4.217287708873006e-18
1.0689276679337018e-18,-0.3109858006218803,-3.795558937985705e-17
5.314506721356605e-6,0.07639968629868604,0.3994799032443947
6.555620970888805e-6,0.08623929022818365,0.45463636647757993
9.095499361465906e-6,0.08412590493276102,0.518043212523201
1.216074990152719e-5,0.08179201421353285,0.5521417502997695
1.5199950855501654e-5,0.07960030302077437,0.5420498403228649
1.7810793340601323e-5,0.07784254056871359,0.5103203960235554
1.9384909835946366e-5,0.07679943530979746,0.48622423784678387
1.9391103120693087e-5,0.07683268712578854,0.4874566978248262
1.768990933819709e-5,0.07804004386035836,0.5158413354783309
1.4788326072528597e-5,0.08008305758686027,0.5482021875590232
